ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1000,Me,hide,hide,hide,hide,哈哈哈，今天也是满血复活了,医院早,平静小曲,,,
1001,Me,,,,,呃啊，我看向绑得结结实实的一手一脚......好像没得满血,病房,,,,
1002,护士,,,护士normal,,早上好先生,,,,,
1003,Me,,,hide,,好像我刚刚华丽的伸懒腰动作被看见了，有点尴尬......,,,,,
1004,Me,,,,,早上好，护士小姐你怎么在这里,,,,,
1005,护士,,,护士normal,,照顾好病患是每一个护士的责任哦,,,,,
1006,Me,,,护士angry,,我怎么感觉话里有话......,,,,,
1007,Me,,,hide,,那，那个，你怎么不说话了,,,,,
1008,护士,,,护士angry,,照顾好小妍也是我的责任哦~,,,,,
1009,Me,,,hide,,纳尼，我偷偷溜到走廊的事情暴露了？！,,,,,
1010,Me,,,,,对不起，我错了，下次不敢了（滑轨）,,,,,
1011,护士,,,护士normal,,真是的...小妍要是没管住嘴吃掉了怎么办，不过我明白你想要对她好的心情哦~,,,,,
1012,Me,,,hide,,怎么回事，怎么有一股神奇的引力，呃啊啊啊,神秘之间,,,,画面螺旋切换为
1013,？？？,,,神normal,,......,,hop,,,
1014,Me,,,,,............,,,,,
1015,Me,,,,,我靠？！这是个啥啊？！,,,,,
1016,？？？,,,神love,,嗯？Boy对着崇高的Me——666之神看呆了吗，不要犯错哦~,,,,,
1017,Me,,,hide,,谁会这么做啊！？,,,,,
1018,Me,,,hide,,这里特么的到底是哪啊,,,,,
1019,神,,,神normal,,这里是我的领域啊Boy,,,,,
1020,Me,,,hide,,领域？还玩上咒术回战了,,,,,
1021,神,,,神normal,,Nonono，Boy，我的领域可比那个厉害多了,,,,,
1022,Me,,,hide,,搞什么飞机啊,,,,,
1023,Me,,,,,赶紧放我回去啊，我不想待在这里,,,,,
1024,神,,,神normal,,想要出去，就得完成Me布置的小小挑战呢~,,,,,
1025,Me,,,hide,,莫名其妙，我为什么要听你的,,,,,
1026,神,,,神normal,,这样也对那个孩子好哦，Boy，你中意的小妍酱~,,,,,
1027,Me,,,hide,,我靠，好恶心，你怎么能读我心,,,,,
1028,Me,,,hide,,挑战是什么，你说的对小妍好又是什么,,,,,
1029,神,,,神normal,,挑战的话Boy待会自然会知道，Boy要是Success了Me就可以实现一个对小妍有好处的愿望,,,,,
1030,Me,,,hide,,哼，放马过来,,,,,
1031,Me,,,,,,,,,choice(进入与神明的挑战|loadscene(Jump2Pac Sample)),
1032,,,,,,,,,,,
1033,,,,,,,,,,,
1034,,,,,,,,,,,
1035,,,,,,,,,,,
1036,,,,,,,,,,,
1037,,,,,,,,,,,
1038,,,,,,,,,,,
1039,,,,,,,,,,,
1040,,,,,,,,,,,
1041,,,,,,,,,,,
1042,,,,,,,,,,,
1043,,,,,,,,,,,
1044,,,,,,,,,,,
1045,,,,,,,,,,,
1046,,,,,,,,,,,
1047,,,,,,,,,,,
1048,,,,,,,,,,,
1049,,,,,,,,,,,
1050,,,,,,,,,,,
1051,,,,,,,,,,,
1052,,,,,,,,,,,
1053,,,,,,,,,,,
1054,,,,,,,,,,,
1055,,,,,,,,,,,
1056,,,,,,,,,,,
1057,,,,,,,,,,,
1058,,,,,,,,,,,
1059,,,,,,,,,,,
1060,,,,,,,,,,,
1061,,,,,,,,,,,
1062,,,,,,,,,,,
1063,,,,,,,,,,,
1064,,,,,,,,,,,
1065,,,,,,,,,,,
1066,,,,,,,,,,,
1067,,,,,,,,,,,
1068,,,,,,,,,,,
1069,,,,,,,,,,,
1070,,,,,,,,,,,
1071,,,,,,,,,,,
1072,,,,,,,,,,,
1073,,,,,,,,,,,
1074,,,,,,,,,,,
1075,,,,,,,,,,,
